Join Name	DB_NoveV9	Molloy1999	Molloy2000	Gevaert2002	Yan2002	Fountoulakis2003	Corbin2003	Taoka2004	Butland2005	Lopez2005	Spelbrink2005	Stenberg2005	Wagner2005	Arifuzzaman2006	Baars2006	Huang2006	Ji2006	Lasserre2006	Marani2006	Cirulli2007	Wagner2007	Zhang2007	Jarchow2008	Wagner2008	Xia2008	Qian2008	Iwasaki2009	Masuda2009	Vertommen2009	Hemm2010	Iwasaki2010	Peng2010	Price2010	Wickstrom2010	No files found in	DB_NoveV9 Duplicates	Molloy1999 Duplicates	Molloy2000 Duplicates	Gevaert2002 Duplicates	Yan2002 Duplicates	Fountoulakis2003 Duplicates	Corbin2003 Duplicates	Taoka2004 Duplicates	Butland2005 Duplicates	Lopez2005 Duplicates	Spelbrink2005 Duplicates	Stenberg2005 Duplicates	Wagner2005 Duplicates	Arifuzzaman2006 Duplicates	Baars2006 Duplicates	Huang2006 Duplicates	Ji2006 Duplicates	Lasserre2006 Duplicates	Marani2006 Duplicates	Cirulli2007 Duplicates	Wagner2007 Duplicates	Zhang2007 Duplicates	Jarchow2008 Duplicates	Wagner2008 Duplicates	Xia2008 Duplicates	Qian2008 Duplicates	Iwasaki2009 Duplicates	Masuda2009 Duplicates	Vertommen2009 Duplicates	Hemm2010 Duplicates	Iwasaki2010 Duplicates	Peng2010 Duplicates	Price2010 Duplicates	Wickstrom2010 Duplicates
P77721	1			1				1	1					1														1							6	1			1				1	1					1														1							YDJF_ECOLI
P77726	1													1													1	1			1				5	1													1													1	1			1				YAJR_ECOLI
P77730	1								1					1																					3	1								1					1																					YDCR_ECOLI
P77731	1																																		1	1																																		ALLA_ECOLI
P77732	1								1					1																					3	1								1					1																					YFAX_ECOLI
P77733	1								1																										2	1								1																										FOCB_ECOLI
P77735	1						1	1		1																	1	1			1				7	1						1	1		1																	2	1			2				YAJO_ECOLI
P77736	1																																		1	1																																		YAHD_ECOLI
P77737	1			1		1							1	1	1		1				1	1		1			1	1			1			1	14	1			1		1							1	1	1		1				1	1		1			2	1			2			1	OPPF_ECOLI
P77739	1						1	1																			1	1			1				6	1						1	1																			2	1			2				YNIA_ECOLI
P77743	1			1										1													1				1				5	1			1										1													1				1				PRPR_ECOLI
P77744	1													1																					2	1													1																					ABGR_ECOLI
P77747	1																																		1	1																																		OMPN_ECOLI
P77748	1						1			1	1		1	1	1		1					1		1			1	1			1				13	1						1			1	1		1	1	1		1					1		1			2	1			2				YDIJ_ECOLI
P77754	1													1																					2	1													1																					SPY_ECOLI
P77756	1								1																		1	1			1				5	1								1																		1	1			1				QUEC_ECOLI
P77757	1												1	1	1						1			1			1	1			1				9	1												1	1	1						1			1			2	1			2				ARNC_ECOLI
P77766	1													1																					2	1													1																					TRPH_ECOLI
P77774	1						1	1		1			1	1	1	1	1	1			1	1		1			1	1	1		1	1			18	1						1	1		1			1	1	1	1	1	1			1	1		1			2	1	1		2	1			YFGL_ECOLI
P77775	1			1			1	1						1			1										1	1			1				9	1			1			1	1						1			1										2	1			2				YFCH_ECOLI
P77781	1							1	1					1														1							5	1							1	1					1														1							YDII_ECOLI
P77783	1			1				1	1					1			1										1				1				8	1			1				1	1					1			1										2				2				YNFF_ECOLI
P77788	1								1																										2	1								1																										NUDG_ECOLI
P77789	1																																		1	1																																		YDES_ECOLI
P77790	1																																		1	1																																		DDPX_ECOLI
P77791	1								1																			1							3	1								1																			1							MAA_ECOLI
P77795	1																										1				1				3	1																										1				1				YDCT_ECOLI
P77802	1								1																		1				1				4	1								1																		2				2				YAGX_ECOLI
P77804	1			1			1	1	1	1		1	1	1	1	1	1	1				1		1			1	1			1	1			19	1			1			1	1	1	1		1	1	1	1	1	1	1				1		1			2	1			2	1			YDGA_ECOLI
P77806	1							1	1																										3	1							1	1																										YBDL_ECOLI
P77808	1							1	1																		1	1			1				6	1							1	1																		2	1			2				CINAL_ECOLI
P78055	1								1																										2	1								1																										FSAA_ECOLI
P78061	1																										1				1				3	1																										1				1				PUUA_ECOLI
P78067	1			1				1		1																	1	1			1				7	1			1				1		1																	2	1			2				YNJE_ECOLI
P78271	1													1																					2	1													1																					YFES_ECOLI
P80644	1													1			1										1				1				5	1													1			1										1				1				SSUE_ECOLI
P80645	1								1					1			1																		4	1								1					1			1																		SSUD_ECOLI
P80668	1								1																										2	1								1																										FEAB_ECOLI
Q06065	1													1													1	1			1				5	1													1													2	1			2				ATOC_ECOLI
Q06067	1													1													1				1				4	1													1													2				2				ATOS_ECOLI
Q2EEQ2	1																													1					2	1																													1					RL362_ECOLI
Q2EES1	1																													1					2	1																													1					YNID_ECOLI
Q2EES6	1																													1					2	1																													1					YOHO_ECOLI
Q2EET2	1																										1				1				3	1																										2				2				YPFN_ECOLI
Q2EEU2	1																																		1	1																																		YJHX_ECOLI
Q2M5U1	1																																		1	1																																		YTJA_ECOLI
Q2M7M3	1													1													1				1				4	1													1													1				1				YSAB_ECOLI
Q2M7R5	1																																		1	1																																		YIBT_ECOLI
Q2M7X4	1																																		1	1																																		YICS_ECOLI
Q2MB16	1																										1	1			1				4	1																										2	1			2				YOBH_ECOLI
Q46755	1													1																					2	1													1																					SIRB2_ECOLI
Q46798	1													1													1	1	1		1				6	1													1													2	1	1		2				YGER_ECOLI
Q46799	1													1																					2	1													1																					XDHA_ECOLI
Q46800	1													1																					2	1													1																					XDHB_ECOLI
Q46801	1																																		1	1																																		XDHC_ECOLI
Q46802	1			1				1	1					1													1	1		1	1				9	1			1				1	1					1													2	1		1	2				YGEV_ECOLI
Q46803	1			1		1							1	1	1																				6	1			1		1							1	1	1																				YGEW_ECOLI
Q46806	1																																		1	1																																		PHYDA_ECOLI
Q46807	1			1				1	1																										4	1			1				1	1																										ARCL_ECOLI
Q46808	1			1			1																												3	1			1			1																												YQEB_ECOLI
Q46809	1																																		1	1																																		YQEC_ECOLI
Q46810	1													1																					2	1													1																					YGFJ_ECOLI
Q46811	1			1				1	1					1													1				1				7	1			1				1	1					1													1				1				YGFK_ECOLI
Q46812	1			1					1																										3	1			1					1																										SSNA_ECOLI
Q46814	1								1																		1				1				4	1								1																		1				1				XDHD_ECOLI
Q46819	1																																		1	1																																		YGFS_ECOLI
Q46820	1													1													1				1				4	1													1													1				1				YGFT_ECOLI
Q46821	1																										1				1				3	1																										1				1				YGFU_ECOLI
Q46822	1																																		1	1																																		IDI_ECOLI
